"CodProd","CodMat","DesProd","CantMat"
CAJ04950065090509B,PLA12001000000209B,PLACA 1200*1000 09B,1.000
CAJ050002500400D92,PLA251521600007D92,PLACA 2515*2160 D92,0.230
CAJ050003000300D92,PLA280021450007D92,PLACA 2800*2145 D92,0.220
CAJ050004300281C20,PLA250024500004C20,PLACA 2500*2450 C20,0.340
CAJ050005000400D92,PLA220021450007D92,PLACA 2200*2160 D92,0.500
CAJ050005000500C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ050005000900D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ050005000950C20,PLA250024500004C20,PLACA 2500*2450 C20,0.500
CAJ051003600100C30,PLA280024500004C30,PLACA 2800*2450 C30,0.090
CAJ051003700210C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
CAJ051005100090C20,PLA280021450004C20,PLACA 2800*2145 C20,0.120
CAJ05400165024012C,PLA25001570000412C,PLACA 2500*1570 12C,0.230
CAJ05500290020009B,PLA270015700004C20,PLACA 2700*1570 C20,0.230
CAJ055003250150C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ055004000200C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ056002650150D94,PLA189021450007D94,PLACA 1890*2145 D94,0.250
CAJ057000551650C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ05700115165512C,PLA28001570000412C,PLACA 2800*1570 12C,0.670
CAJ057005500090C30,PLA170015700004C30,PLACA 1700*1570 C30,0.250
CAJ057005510090C30,PLA280024500004C30,PLACA 2800*2450 C30,0.050
CAJ058004000300D92,PLA220021450007D92,PLACA 2200*2145 D92,0.340
CAJ05900450188C30,PLA280024500004C30,PLACA 2800*2450 C30,1.000
CAJ060002400240C20,PLA270015700004C20,PLACA 2700*1570 C20,0.230
CAJ060002500200C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ060003000301C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
CAJ060004000300C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ060004500100C30,PLA280024500004C30,PLACA 2800*2450 C30,0.100
CAJ060006000600C20,PLA250024500004C20,PLACA 2500*2450 C20,0.500
CAJ06000600100012C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
CAJ060006001000D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ060503400200C20,PLA280021450004C20,PLACA 2800*2145 C20,0.110
CAJ061000501160C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ061003100080C20,PLA210021450004C20,PLACA 2100*2145 C20,0.130
CAJ061004300160C20,PLA250024300004C20,PLACA 2500*2430 C20,0.250
CAJ061004500100C20,PLA250024500004C20,PLACA 2500*2450 C20,0.120
CAJ061500500615C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
CAJ061503600600C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ062000602040C20,PLA250024500004C20,PLACA 2500*2450 C20,1.000
CAJ06250360034510C,PLA25001570000412C,PLACA 2500*1570 12C,0.250
CAJ062504301480D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ06300100063012C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
CAJ063001551960D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ063504400100C20,PLA270015700004C20,PLACA 2700*1570 C20,0.170
CAJ065003000250C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ065003100310C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ066003400390C20,PLA250024500004C20,PLACA 2500*2450 C20,0.340
CAJ066005501300D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ066504300270D92,PLA251521450007D92,PLACA 2515*2145 D92,0.340
CAJ069505200155C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ070004600340D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ070006000900C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ071006100095C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
CAJ071006700810D94,PLA220021450007D94,PLACA 2200*2145 D94,0.170
CAJ071006700810D94,PLA220021450007D94,PLACA 2200*2145 D94,0.170
CAJ072004900820D94,PLA251521600007D94,PLACA 2515*2160 D94,0.500
CAJ073006900100C20,PLA270015700004C20,PLACA 2700*1690 C20,0.340
CAJ07350100245010C,PLA28001570000412C,PLACA 2800*1570 12C,2.000
CAJ073503000320C20,PLA250024500004C20,PLACA 2500*2450 C20,0.200
CAJ073505250480D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
CAJ073505400545D92,PLA280021450007D92,PLACA 2800*2145 D92,2.000
CAJ074004400085D92,PLA251521450007D92,PLACA 2515*2145 D92,0.130
CAJ074004400086D92,PLA251521450007D92,PLACA 2515*2145 D92,0.130
CAJ074005100105C20,PLA250024500004C20,PLACA 2500*2450 C20,0.170
CAJ074007400980C20,PLA270015700004C20,PLACA 2700*1690 C20,1.340
CAJ07450180081510C,PLA25001570000412C,PLACA 2500*1570 12C,1.000
CAJ074507450100C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
CAJ0750003521012C,PLA210021450004C20,PLACA 2100*2145 C20,1.000
CAJ075000601850C20,PLA280021450004C20,PLACA 2800*2145 C20,0.670
CAJ075003150060C20,PLA210021450004C20,PLACA 2100*2145 C20,0.010
CAJ075003752100D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
CAJ075005000130D92,PLA280021450007D92,PLACA 2800*2145 D92,0.340
CAJ075005500070C20,PLA210021450004C20,PLACA 2100*2145 C20,0.000
CAJ075007500130D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ07600620009412C,PLA25001570000412C,PLACA 2500*1570 12C,1.000
CAJ076506420235C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
CAJ077005001770D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
CAJ077005001770D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
CAJ079500500935C20,PLA280021450004C20,PLACA 2800*2145 C20,0.340
CAJ08000551010012C,PLA25001570000412C,PLACA 2500*1570 12C,0.250
CAJ080006100510D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ081000500410C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ083000500630C20,PLA280021450004C20,PLACA 2800*2145 C20,0.340
CAJ083004300180C20,PLA250024500004C20,PLACA 2500*2450 C20,0.170
CAJ085506100675D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ088503850525C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ090006101870D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ090006101870D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ091005700560D94,PLA220021450007D94,PLACA 2200*2145 D94,0.170
CAJ091005700560D94,PLA220021450007D94,PLACA 2200*2145 D94,0.170
CAJ091008000160C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ091009100100C20,PLA270017200004C20,PLACA 2700*1720 C20,0.500
CAJ092000601630C20,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ092000601631C20,PLA21001730004C20,PLACA 2100*1730 C20,1.000
CAJ092004800810D94,PLA220021450007D94,PLACA 2200*2145 D94,0.750
CAJ093000500930C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ093005900100C20,PLA270015700004C20,PLACA 2700*1690 C20,0.250
CAJ094005000100C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ094006400090D92,PLA251521450007D92,PLACA 2515*2145 D92,0.250
CAJ094006400091D92,PLA251521450007D92,PLACA 2515*2145 D92,0.340
CAJ095001900750D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ095001900751D92,PLA251521450007D92,PLACA 2515*2145 D92,0.500
CAJ096000752460C20,PLA280021450004C20,PLACA 2800*2145 C20,1.000
CAJ09600100096012C,PLA25001570000412C,PLACA 2500*1570 12C,1.000
CAJ098009800800D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ099000750850D92,PLA220021450007D92,PLACA 2200*2145 D92,0.500
CAJ09900541790D92,PLA220021450007D92,PLACA 2200*2145 D92,1.500
CAJ09900541790D92,PLA220021450007D92,PLACA 2200*2145 D92,1.500
CAJ099009750100C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ099505950100C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ100005000130D92,PLA220021450007D92,PLACA 2200*2145 D92,0.670
CAJ100007500130D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ100007500150D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ100010000130D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ100010001300D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ101000401810C20,PLA280021450004C20,PLACA 2800*2145 C20,1.000
CAJ102406420225C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
CAJ103002150215C20,PLA280021450004C20,PLACA 2800*2145 C20,0.340
CAJ105008500950D94,PLA220021450007D94,PLACA 2200*2145 D94,2.000
CAJ106308880132C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ108009801100C20,PLA250024500004C20,PLACA 2500*2450 C20,1.000
CAJ108500550950C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ109505250480D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ109505400545D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ109509950100C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ110011000100C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ111010100100C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ112005901880D92,PLA251521450007D92,PLACA 2515*2145 D92,1.500
CAJ112005901880D92,PLA251521450007D92,PLACA 2515*2145 D92,1.500
CAJ112009900150D94,PLA136018000007D94,PLACA 1360*1800 D94,1.000
CAJ112011201180D94,PLA189021450007D94,PLACA 2350*2145 D94,2.000
CAJ113509650700D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ114004700515C20,PLA250017300004C20,PLACA 2500*1730 C20,0.600
CAJ114011400100C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ114011400130C30,PLA170015700004C30,PLACA 1700*1570 C30,1.000
CAJ115004800120C30,PLA280024500004C30,PLACA 2800*2450 C30,0.170
CAJ115009500980D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ11500980100D92,PLA251521450007D92,PLACA 2515*2145 D92,0.500
CAJ115508050120C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ116504750900C20,PLA210021450004C20,PLACA 2100*2145 C20,1.000
CAJ116509751200C20,PLA250024300004C20,PLACA 2500*2430 C20,1.000
CAJ11700100063012C,PLA28001570000412C,PLACA 2800*1570 12C,1.000
CAJ117008300120C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
CAJ117009800090C20,PLA270017200004C20,PLACA 2700*1720 C20,0.500
CAJ117009800860C20,PLA250017300004C20,PLACA 2500*1730 C20,1.000
CAJ117509750200C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ118004800750D98,PLA220021450007D94,PLACA 2200*2145 D94,2.000
CAJ118004900150C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ118009800180C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ118009900090C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ118009900150C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ118409841020D98,PLA189021450007D94,PLACA 2350*2145 D94,2.000
CAJ118506420200C20,PLA21001730004C20,PLACA 2100*1730 C20,0.500
CAJ118509851050D98,PLA233011650007D98,PLACA 2330*2145 D98,2.000
CAJ119004900720D92,PLA251521450007D92,PLACA 2515*2145 D92,1.500
CAJ119008400100C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ11900900720D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ119009900090C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ119009900120C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ119009901800C20,PLA250024500004C20,PLACA 2500*2450 C20,2.000
CAJ119509950090C20,PLA270017200004C20,PLACA 2700*1720 C20,0.500
CAJ119509950100C30,PLA170015700004C30,PLACA 1700*1570 C30,1.000
CAJ119509951000D94,PLA189021450007D94,PLACA 2350*2145 D94,1.000
CAJ12000070070010C,PLA28001570000412C,PLACA 2800*1570 12C,1.000
CAJ120008500085C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ120010000085C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ120010000100C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ120010000350C20,PLA270015700004C20,PLACA 2700*1570 C20,2.000
CAJ12001000085C20A,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ120010001050D94,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ120010001200D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ120012001380C20,PLA280021450004C20,PLACA 2800*2145 C20,2.000
CAJ121010100140C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ122008201750C20,PLA250024500004C20,PLACA 2500*2450 C20,2.000
CAJ122010200080C20,PLA250017300004C20,PLACA 2500*1730 C20,0.500
CAJ122510250080C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ123005250480D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ123005800545D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ124008400090D92,PLA220021450007D92,PLACA 2200*2145 D92,0.500
CAJ124008400091D92,PLA220021450007D92,PLACA 2200*2145 D92,0.500
CAJ124010100100C20,PLA270017200004C20,PLACA 2700*1720 C20,0.500
CAJ124010300970C20,PLA250017300004C20,PLACA 2500*1730 C20,2.000
CAJ125010000150D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ129005501900D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
CAJ129005501900D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
CAJ129005501900D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
CAJ129005501900D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
CAJ130004000300D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ131006100140D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ133506100675D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ135006500130D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ136510650095C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ137005700480D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ14000070070010C,PLA28001570000412C,PLACA 2800*1570 12C,0.670
CAJ142007450150C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ145002600750D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ145007300700D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ145505250480D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ145505400545D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ147003700350D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ149005250480D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ149005800545D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ150003101010D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ150008900080C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ150506420225C20,PLA280021600007D92,PLACA 2800*2160 D92,0.500
CAJ155004100540D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ156011600080C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ157005201570D92,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ157005201570D92,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ157005201570D92,PLA270015700004C20,PLACA 2700*1690 C20,0.500
CAJ160005400500D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ163005250480D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ163005800545D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ16400100058012C,PLA25001570000412C,PLACA 2500*1570 12C,1.000
CAJ165004000300D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ168002801160D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ168504550560C30,PLA280024500004C30,PLACA 2800*2450 C30,1.000
CAJ170001000150D92,PLA220021450007D92,PLACA 2200*2145 D92,0.400
CAJ171001851180D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ171004800360C30,PLA280024500004C30,PLACA 2800*2450 C30,1.000
CAJ174506420225C20,PLA250024500004C20,PLACA 2500*2450 C20,0.500
CAJ179505300860D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ180005700480D92,PLA280021450007D92,PLACA 2800*2145 D92,2.000
CAJ180006500650D92,PLA280021450007D92,PLACA 2800*2145 D92,2.500
CAJ181007100075D92,PLA280021450007D92,PLACA 2800*2145 D92,0.670
CAJ181505250480D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ181505400545D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ181506100675D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ18150825009512C,PLA210021450004C20,PLACA 2100*2145 C20,1.000
CAJ181508950170C20,PLA250024500004C20,PLACA 2500*2450 C20,0.500
CAJ183005250480D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ183005800545D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ183007801030D92,PLA280021450007D92,PLACA 2800*2145 D92,2.000
CAJ184006700460D92,PLA280021450007D92,PLACA 2800*2145 D92,2.000
CAJ188003101130D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ188003401400C20,PLA280021450004C20,PLACA 2800*2145 C20,2.000
CAJ188005400460C30,PLA280024500004C30,PLACA 2800*2450 C30,1.000
CAJ188005900450C30,PLA280024500004C30,PLACA 2800*2450 C30,1.000
CAJ192002901250D92,PLA251521450007D92,PLACA 2515*2145 D92,2.000
CAJ195005000720C20,PLA250017300004C20,PLACA 2500*1730 C20,2.000
CAJ203005250480D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
CAJ203005800545D92,PLA280021450007D92,PLACA 2800*2145 D92,2.000
CAJ203007800550D92,PLA220021450007D92,PLACA 2200*2160 D92,2.800
CAJ209508950175C20,PLA250024500004C20,PLACA 2500*2450 C20,0.500
